"CUST_ID","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT"
"36165","M","1947","","&quot;E: 90,000 - 109,999&quot;","3000"
"39720","M","1947","married","&quot;E: 90,000 - 109,999&quot;","5000"
"43276","M","1944","","&quot;E: 90,000 - 109,999&quot;","10000"
"25958","M","1965","","&quot;E: 90,000 - 109,999&quot;","3000"
"47054","M","1945","married","&quot;E: 90,000 - 109,999&quot;","5000"
"50609","M","1956","","&quot;E: 90,000 - 109,999&quot;","10000"
"17036","F","1966","","&quot;G: 130,000 - 149,999&quot;","7000"
"46162","F","1983","single","&quot;G: 130,000 - 149,999&quot;","9000"
"49717","F","1952","married","&quot;G: 130,000 - 149,999&quot;","1500"
"3274","F","1955","","&quot;G: 130,000 - 149,999&quot;","7000"
"6829","F","1950","single","&quot;G: 130,000 - 149,999&quot;","9000"
"10384","F","1947","married","&quot;G: 130,000 - 149,999&quot;","3000"
"13940","F","1952","","&quot;G: 130,000 - 149,999&quot;","7000"
"17495","F","1948","single","&quot;G: 130,000 - 149,999&quot;","11000"
"21051","F","1982","married","&quot;G: 130,000 - 149,999&quot;","1500"
"24607","F","1957","","&quot;G: 130,000 - 149,999&quot;","7000"
"28162","F","1959","single","&quot;G: 130,000 - 149,999&quot;","9000"
"31717","F","1954","married","&quot;G: 130,000 - 149,999&quot;","1500"
"35273","F","1960","","&quot;G: 130,000 - 149,999&quot;","7000"
"36163","F","1962","single","&quot;K: 250,000 - 299,999&quot;","15000"
"39718","F","1959","single","&quot;K: 250,000 - 299,999&quot;","11000"
"43274","F","1955","married","&quot;K: 250,000 - 299,999&quot;","7000"
"25936","F","1968","single","&quot;K: 250,000 - 299,999&quot;","15000"
"47052","F","1958","single","&quot;K: 250,000 - 299,999&quot;","11000"
"50607","F","1981","married","&quot;K: 250,000 - 299,999&quot;","7000"
"4163","F","1961","single","&quot;K: 250,000 - 299,999&quot;","15000"
"7719","F","1958","single","&quot;K: 250,000 - 299,999&quot;","11000"
"11274","F","1958","married","&quot;K: 250,000 - 299,999&quot;","7000"
"14830","F","1982","single","&quot;K: 250,000 - 299,999&quot;","15000"
"18385","F","1953","single","&quot;K: 250,000 - 299,999&quot;","11000"
"38779","F","1980","married","&quot;K: 250,000 - 299,999&quot;","7000"
"21940","F","1959","married","&quot;K: 250,000 - 299,999&quot;","7000"
"25497","F","1956","","&quot;K: 250,000 - 299,999&quot;","15000"
"29052","F","1967","married","&quot;K: 250,000 - 299,999&quot;","11000"
"32607","F","1973","married","&quot;K: 250,000 - 299,999&quot;","7000"
"37941","F","1960","married","&quot;K: 250,000 - 299,999&quot;","7000"
"41496","F","1972","single","&quot;K: 250,000 - 299,999&quot;","15000"
"45051","F","1988","","&quot;K: 250,000 - 299,999&quot;","11000"
"8158","F","1961","married","&quot;K: 250,000 - 299,999&quot;","11000"
"43713","F","1983","married","&quot;K: 250,000 - 299,999&quot;","7000"
"48830","F","1984","single","&quot;K: 250,000 - 299,999&quot;","15000"
"2386","F","1957","single","&quot;K: 250,000 - 299,999&quot;","11000"
"5941","F","1960","married","&quot;K: 250,000 - 299,999&quot;","7000"
"9496","F","1957","","&quot;K: 250,000 - 299,999&quot;","15000"
"13052","F","1950","single","&quot;K: 250,000 - 299,999&quot;","11000"
"16608","F","1952","married","&quot;K: 250,000 - 299,999&quot;","7000"
"20163","F","1959","","&quot;K: 250,000 - 299,999&quot;","15000"
"23719","F","1964","married","&quot;K: 250,000 - 299,999&quot;","11000"
"27274","F","1963","married","&quot;K: 250,000 - 299,999&quot;","7000"
"30829","F","1966","single","&quot;K: 250,000 - 299,999&quot;","15000"
"34386","F","1985","","&quot;K: 250,000 - 299,999&quot;","11000"
"38830","F","1962","single","&quot;K: 250,000 - 299,999&quot;","15000"
"42385","F","1989","","&quot;K: 250,000 - 299,999&quot;","11000"
"17047","F","1956","married","&quot;K: 250,000 - 299,999&quot;","7000"
"46163","F","1957","","&quot;K: 250,000 - 299,999&quot;","15000"
"49718","F","1979","married","&quot;K: 250,000 - 299,999&quot;","11000"
"3275","F","1977","married","&quot;K: 250,000 - 299,999&quot;","7000"
"6830","F","1955","","&quot;K: 250,000 - 299,999&quot;","15000"
"10385","F","1951","single","&quot;K: 250,000 - 299,999&quot;","11000"
"13941","F","1969","married","&quot;K: 250,000 - 299,999&quot;","7000"
"17496","F","1954","","&quot;K: 250,000 - 299,999&quot;","15000"
"21052","F","1975","married","&quot;K: 250,000 - 299,999&quot;","11000"
"24608","F","1957","married","&quot;K: 250,000 - 299,999&quot;","7000"
"28163","F","1978","single","&quot;K: 250,000 - 299,999&quot;","15000"
"31718","F","1971","married","&quot;K: 250,000 - 299,999&quot;","11000"
"35274","F","1963","married","&quot;K: 250,000 - 299,999&quot;","7000"
"37052","F","1963","married","&quot;K: 250,000 - 299,999&quot;","11000"
"40607","F","1958","married","&quot;K: 250,000 - 299,999&quot;","7000"
"44162","F","1964","single","&quot;K: 250,000 - 299,999&quot;","15000"
"34825","F","1965","married","&quot;K: 250,000 - 299,999&quot;","11000"
"47941","F","1976","married","&quot;K: 250,000 - 299,999&quot;","7000"
"1497","F","1970","single","&quot;K: 250,000 - 299,999&quot;","15000"
"5052","F","1987","","&quot;K: 250,000 - 299,999&quot;","11000"
"8607","F","1956","married","&quot;K: 250,000 - 299,999&quot;","7000"
"12164","F","1959","","&quot;K: 250,000 - 299,999&quot;","15000"
"15719","F","1962","married","&quot;K: 250,000 - 299,999&quot;","11000"
"19274","F","1955","married","&quot;K: 250,000 - 299,999&quot;","7000"
"49269","F","1974","single","&quot;K: 250,000 - 299,999&quot;","15000"
"22829","F","1964","single","&quot;K: 250,000 - 299,999&quot;","15000"
"26385","F","1960","single","&quot;K: 250,000 - 299,999&quot;","11000"
"29941","F","1986","","&quot;K: 250,000 - 299,999&quot;","7000"
"33496","F","1961","single","&quot;K: 250,000 - 299,999&quot;","15000"
"37053","F","1973","","&quot;F: 110,000 - 129,999&quot;","7000"
"48837","M","1969","","&quot;J: 190,000 - 249,999&quot;","15000"
"2393","M","1986","single","&quot;J: 190,000 - 249,999&quot;","11000"
"5948","M","1955","married","&quot;J: 190,000 - 249,999&quot;","7000"
"9503","M","1958","","&quot;J: 190,000 - 249,999&quot;","15000"
"13059","M","1959","single","&quot;J: 190,000 - 249,999&quot;","11000"
"16615","M","1953","married","&quot;J: 190,000 - 249,999&quot;","7000"
"20170","M","1961","","&quot;J: 190,000 - 249,999&quot;","15000"
"23726","M","1957","single","&quot;J: 190,000 - 249,999&quot;","11000"
"27281","M","1985","","&quot;J: 190,000 - 249,999&quot;","7000"
"30836","M","1960","","&quot;J: 190,000 - 249,999&quot;","15000"
"34393","M","1962","single","&quot;J: 190,000 - 249,999&quot;","11000"
"38837","M","1971","","&quot;J: 190,000 - 249,999&quot;","15000"
"42392","M","1987","single","&quot;J: 190,000 - 249,999&quot;","11000"
"17114","M","1982","married","&quot;J: 190,000 - 249,999&quot;","7000"
"46170","M","1983","","&quot;J: 190,000 - 249,999&quot;","15000"
"49725","M","1954","single","&quot;J: 190,000 - 249,999&quot;","11000"
"3282","M","1959","married","&quot;J: 190,000 - 249,999&quot;","7000"
"6837","M","1953","","&quot;J: 190,000 - 249,999&quot;","15000"
"10392","M","1949","single","&quot;J: 190,000 - 249,999&quot;","11000"
"13948","M","1951","married","&quot;J: 190,000 - 249,999&quot;","7000"
"17503","M","1955","","&quot;J: 190,000 - 249,999&quot;","15000"
"21059","M","1960","single","&quot;J: 190,000 - 249,999&quot;","11000"
"24615","M","1959","married","&quot;J: 190,000 - 249,999&quot;","7000"
"28170","M","1965","","&quot;J: 190,000 - 249,999&quot;","15000"
"31725","M","1984","single","&quot;J: 190,000 - 249,999&quot;","11000"
"35281","M","1956","married","&quot;J: 190,000 - 249,999&quot;","7000"
"37059","M","1956","single","&quot;J: 190,000 - 249,999&quot;","11000"
"40614","M","1954","married","&quot;J: 190,000 - 249,999&quot;","7000"
"44169","M","1973","","&quot;J: 190,000 - 249,999&quot;","15000"
"34892","M","1954","single","&quot;J: 190,000 - 249,999&quot;","11000"
"47948","M","1980","married","&quot;J: 190,000 - 249,999&quot;","7000"
"1504","M","1958","","&quot;J: 190,000 - 249,999&quot;","15000"
"5059","M","1956","single","&quot;J: 190,000 - 249,999&quot;","11000"
"8614","M","1955","married","&quot;J: 190,000 - 249,999&quot;","7000"
"12171","M","1981","","&quot;J: 190,000 - 249,999&quot;","15000"
"15726","M","1952","single","&quot;J: 190,000 - 249,999&quot;","11000"
"19281","M","1957","married","&quot;J: 190,000 - 249,999&quot;","7000"
"49336","M","1967","","&quot;J: 190,000 - 249,999&quot;","15000"
"22836","M","1954","","&quot;J: 190,000 - 249,999&quot;","15000"
"26392","M","1966","single","&quot;J: 190,000 - 249,999&quot;","11000"
"29948","M","1972","married","&quot;J: 190,000 - 249,999&quot;","7000"
"33503","M","1958","","&quot;J: 190,000 - 249,999&quot;","15000"
"38838","F","1966","married","&quot;D: 70,000 - 89,999&quot;","1500"
"42393","F","1934","","&quot;D: 70,000 - 89,999&quot;","7000"
"17125","F","1982","single","&quot;D: 70,000 - 89,999&quot;","9000"
"46171","F","1973","married","&quot;D: 70,000 - 89,999&quot;","1500"
"49726","F","1961","","&quot;D: 70,000 - 89,999&quot;","7000"
"3283","F","1930","single","&quot;D: 70,000 - 89,999&quot;","9000"
"6838","F","1974","married","&quot;D: 70,000 - 89,999&quot;","1500"
"10393","F","1940","","&quot;D: 70,000 - 89,999&quot;","7000"
"13949","F","1944","single","&quot;D: 70,000 - 89,999&quot;","9000"
"17504","F","1937","married","&quot;D: 70,000 - 89,999&quot;","1500"
"21060","F","1975","","&quot;D: 70,000 - 89,999&quot;","7000"
"24616","F","1946","single","&quot;D: 70,000 - 89,999&quot;","9000"
"28171","F","1945","married","&quot;D: 70,000 - 89,999&quot;","1500"
"31726","F","1942","","&quot;D: 70,000 - 89,999&quot;","7000"
"35282","F","1960","single","&quot;D: 70,000 - 89,999&quot;","9000"
"36171","F","1979","married","&quot;D: 70,000 - 89,999&quot;","1500"
"39726","F","1954","","&quot;D: 70,000 - 89,999&quot;","7000"
"43282","F","1956","single","&quot;D: 70,000 - 89,999&quot;","9000"
"26014","F","1948","married","&quot;D: 70,000 - 89,999&quot;","1500"
"47060","F","1967","","&quot;D: 70,000 - 89,999&quot;","7000"
"50615","F","1958","single","&quot;D: 70,000 - 89,999&quot;","9000"
"4171","F","1969","married","&quot;D: 70,000 - 89,999&quot;","1500"
"7727","F","1963","","&quot;D: 70,000 - 89,999&quot;","7000"
"11282","F","1980","single","&quot;D: 70,000 - 89,999&quot;","9000"
"14838","F","1949","married","&quot;D: 70,000 - 89,999&quot;","1500"
"18393","F","1952","","&quot;D: 70,000 - 89,999&quot;","7000"
"45558","F","1938","single","&quot;D: 70,000 - 89,999&quot;","9000"
"21948","F","1941","single","&quot;D: 70,000 - 89,999&quot;","9000"
"25505","F","1941","married","&quot;D: 70,000 - 89,999&quot;","1500"
"29060","F","1943","","&quot;D: 70,000 - 89,999&quot;","7000"
"32615","F","1939","single","&quot;D: 70,000 - 89,999&quot;","9000"
"37949","F","1964","single","&quot;D: 70,000 - 89,999&quot;","9000"
"41504","F","1942","married","&quot;D: 70,000 - 89,999&quot;","1500"
"45059","F","1955","","&quot;D: 70,000 - 89,999&quot;","7000"
"8236","F","1965","","&quot;D: 70,000 - 89,999&quot;","7000"
"43791","F","1981","single","&quot;D: 70,000 - 89,999&quot;","9000"
"48838","F","1935","married","&quot;D: 70,000 - 89,999&quot;","1500"
"2394","F","1943","","&quot;D: 70,000 - 89,999&quot;","7000"
"5949","F","1972","single","&quot;D: 70,000 - 89,999&quot;","9000"
"9504","F","1970","married","&quot;D: 70,000 - 89,999&quot;","1500"
"13060","F","1934","","&quot;D: 70,000 - 89,999&quot;","7000"
"16616","F","1944","single","&quot;D: 70,000 - 89,999&quot;","9000"
"20171","F","1962","married","&quot;D: 70,000 - 89,999&quot;","1500"
"23727","F","1947","","&quot;D: 70,000 - 89,999&quot;","7000"
"27282","F","1968","single","&quot;D: 70,000 - 89,999&quot;","9000"
"30837","F","1950","married","&quot;D: 70,000 - 89,999&quot;","1500"
"34394","F","1971","","&quot;D: 70,000 - 89,999&quot;","7000"
"37060","F","1959","","&quot;D: 70,000 - 89,999&quot;","7000"
"40615","F","1978","single","&quot;D: 70,000 - 89,999&quot;","9000"
"44170","F","1932","married","&quot;D: 70,000 - 89,999&quot;","1500"
"34903","F","1957","","&quot;D: 70,000 - 89,999&quot;","7000"
"47949","F","1933","single","&quot;D: 70,000 - 89,999&quot;","9000"
"1505","F","1976","married","&quot;D: 70,000 - 89,999&quot;","1500"
"5060","F","1977","","&quot;D: 70,000 - 89,999&quot;","7000"
"8615","F","1936","single","&quot;D: 70,000 - 89,999&quot;","9000"
"12172","F","1953","married","&quot;D: 70,000 - 89,999&quot;","1500"
"15727","F","1929","","&quot;D: 70,000 - 89,999&quot;","9000"
"19282","F","1943","single","&quot;D: 70,000 - 89,999&quot;","9000"
"49347","F","1951","married","&quot;D: 70,000 - 89,999&quot;","1500"
"22837","F","1945","married","&quot;D: 70,000 - 89,999&quot;","1500"
"26393","F","1931","","&quot;D: 70,000 - 89,999&quot;","7000"
"29949","F","1936","single","&quot;D: 70,000 - 89,999&quot;","9000"
"33504","F","1935","married","&quot;D: 70,000 - 89,999&quot;","1500"
"38839","M","1924","single","&quot;A: Below 30,000&quot;","1500"
"42394","M","1923","married","&quot;A: Below 30,000&quot;","1500"
"17136","M","1951","","&quot;A: Below 30,000&quot;","1500"
"46172","M","1953","single","&quot;A: Below 30,000&quot;","1500"
"49727","M","1948","married","&quot;A: Below 30,000&quot;","1500"
"3284","M","1954","","&quot;A: Below 30,000&quot;","1500"
"6839","M","1921","single","&quot;A: Below 30,000&quot;","1500"
"10394","M","1973","married","&quot;A: Below 30,000&quot;","1500"
"13950","M","1974","","&quot;A: Below 30,000&quot;","1500"
"17505","M","1927","single","&quot;A: Below 30,000&quot;","1500"
"21061","M","1950","married","&quot;A: Below 30,000&quot;","1500"
"24617","M","1917","","&quot;A: Below 30,000&quot;","1500"
"28172","M","1940","single","&quot;A: Below 30,000&quot;","1500"
"31727","M","1942","married","&quot;A: Below 30,000&quot;","1500"
"35283","M","1919","","&quot;A: Below 30,000&quot;","1500"
"36172","M","1965","single","&quot;A: Below 30,000&quot;","1500"
"39727","M","1947","married","&quot;A: Below 30,000&quot;","1500"
"43283","M","1968","","&quot;A: Below 30,000&quot;","1500"
"26025","M","1975","single","&quot;A: Below 30,000&quot;","1500"
"47061","M","1920","married","&quot;A: Below 30,000&quot;","1500"
"50616","M","1962","","&quot;A: Below 30,000&quot;","1500"
"4172","M","1978","single","&quot;A: Below 30,000&quot;","1500"
"7728","M","1926","married","&quot;A: Below 30,000&quot;","1500"
"11283","M","1937","","&quot;A: Below 30,000&quot;","1500"
"14839","M","1969","single","&quot;A: Below 30,000&quot;","1500"
"12168","M","1964","married","&quot;B: 30,000 - 49,999&quot;","5000"
"15723","M","1926","","&quot;B: 30,000 - 49,999&quot;","1500"
"19278","M","1932","single","&quot;B: 30,000 - 49,999&quot;","3000"
"49313","M","1931","married","&quot;B: 30,000 - 49,999&quot;","5000"
"22833","M","1946","married","&quot;B: 30,000 - 49,999&quot;","5000"
"26389","M","1965","","&quot;B: 30,000 - 49,999&quot;","1500"
"29945","M","1956","single","&quot;B: 30,000 - 49,999&quot;","3000"
"33500","M","1967","married","&quot;B: 30,000 - 49,999&quot;","5000"
"36167","M","1972","married","&quot;B: 30,000 - 49,999&quot;","5000"
"39722","M","1934","","&quot;B: 30,000 - 49,999&quot;","1500"
"43278","M","1940","single","&quot;B: 30,000 - 49,999&quot;","3000"
"25980","M","1960","married","&quot;B: 30,000 - 49,999&quot;","5000"
"47056","M","1945","","&quot;B: 30,000 - 49,999&quot;","1500"
"50611","M","1966","single","&quot;B: 30,000 - 49,999&quot;","3000"
"4167","M","1948","married","&quot;B: 30,000 - 49,999&quot;","5000"
"7723","M","1969","","&quot;B: 30,000 - 49,999&quot;","1500"
"11278","M","1962","single","&quot;B: 30,000 - 49,999&quot;","3000"
"14834","M","1936","married","&quot;B: 30,000 - 49,999&quot;","5000"
"18389","M","1953","","&quot;B: 30,000 - 49,999&quot;","1500"
"43223","M","1942","single","&quot;B: 30,000 - 49,999&quot;","3000"
"21944","M","1980","single","&quot;B: 30,000 - 49,999&quot;","3000"
"25501","M","1971","married","&quot;B: 30,000 - 49,999&quot;","5000"
"29056","M","1959","","&quot;B: 30,000 - 49,999&quot;","1500"
"32611","M","1922","single","&quot;B: 30,000 - 49,999&quot;","5000"
"37945","M","1930","single","&quot;B: 30,000 - 49,999&quot;","3000"
"41500","M","1951","married","&quot;B: 30,000 - 49,999&quot;","5000"
"45055","M","1921","","&quot;B: 30,000 - 49,999&quot;","1500"
"8202","M","1950","","&quot;B: 30,000 - 49,999&quot;","1500"
"43757","M","1935","single","&quot;B: 30,000 - 49,999&quot;","3000"
"48834","M","1937","married","&quot;B: 30,000 - 49,999&quot;","5000"
"2390","M","1937","","&quot;B: 30,000 - 49,999&quot;","1500"
"5945","M","1933","single","&quot;B: 30,000 - 49,999&quot;","3000"
"9500","M","1977","married","&quot;B: 30,000 - 49,999&quot;","5000"
"13056","M","1952","","&quot;B: 30,000 - 49,999&quot;","1500"
"16612","M","1954","single","&quot;B: 30,000 - 49,999&quot;","3000"
"20167","M","1949","married","&quot;B: 30,000 - 49,999&quot;","5000"
"23723","M","1955","","&quot;B: 30,000 - 49,999&quot;","1500"
"27278","M","1925","single","&quot;B: 30,000 - 49,999&quot;","5000"
"30833","M","1974","married","&quot;B: 30,000 - 49,999&quot;","5000"
"34390","M","1975","","&quot;B: 30,000 - 49,999&quot;","1500"
"38835","M","1960","single","&quot;F: 110,000 - 129,999&quot;","9000"
"42390","M","1971","married","&quot;F: 110,000 - 129,999&quot;","1500"
"17102","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"30840","M","1970","married","&quot;E: 90,000 - 109,999&quot;","5000"
"34397","M","1964","","&quot;E: 90,000 - 109,999&quot;","10000"
"37063","M","1943","","&quot;E: 90,000 - 109,999&quot;","10000"
"40618","M","1946","","&quot;E: 90,000 - 109,999&quot;","3000"
"44173","M","1940","married","&quot;E: 90,000 - 109,999&quot;","5000"
"34936","M","1948","","&quot;E: 90,000 - 109,999&quot;","10000"
"47952","M","1969","","&quot;E: 90,000 - 109,999&quot;","3000"
"1508","M","1951","married","&quot;E: 90,000 - 109,999&quot;","5000"
"5063","M","1972","","&quot;E: 90,000 - 109,999&quot;","10000"
"8618","M","1965","","&quot;E: 90,000 - 109,999&quot;","3000"
"12175","M","1945","married","&quot;E: 90,000 - 109,999&quot;","5000"
"15730","M","1956","","&quot;E: 90,000 - 109,999&quot;","10000"
"19285","M","1983","","&quot;E: 90,000 - 109,999&quot;","3000"
"49380","M","1963","married","&quot;E: 90,000 - 109,999&quot;","5000"
"22840","M","1974","married","&quot;E: 90,000 - 109,999&quot;","5000"
"26396","M","1962","","&quot;E: 90,000 - 109,999&quot;","10000"
"29952","M","1934","","&quot;E: 90,000 - 109,999&quot;","3000"
"33507","M","1975","married","&quot;E: 90,000 - 109,999&quot;","5000"
"37953","F","1953","single","&quot;I: 170,000 - 189,999&quot;","7000"
"41508","F","1977","single","&quot;I: 170,000 - 189,999&quot;","9000"
"45063","F","1975","single","&quot;I: 170,000 - 189,999&quot;","1500"
"8280","F","1958","single","&quot;I: 170,000 - 189,999&quot;","1500"
"43835","F","1949","single","&quot;I: 170,000 - 189,999&quot;","9000"
"48842","F","1948","single","&quot;I: 170,000 - 189,999&quot;","11000"
"2398","F","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"5953","F","1951","single","&quot;I: 170,000 - 189,999&quot;","7000"
"9508","F","1956","single","&quot;I: 170,000 - 189,999&quot;","9000"
"13064","F","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"36175","F","1963","single","&quot;I: 170,000 - 189,999&quot;","9000"
"39730","F","1974","single","&quot;I: 170,000 - 189,999&quot;","1500"
"43286","F","1968","single","&quot;I: 170,000 - 189,999&quot;","7000"
"26058","F","1954","single","&quot;I: 170,000 - 189,999&quot;","9000"
"47064","F","1952","single","&quot;I: 170,000 - 189,999&quot;","1500"
"50619","F","1980","single","&quot;I: 170,000 - 189,999&quot;","7000"
"4175","F","1951","single","&quot;I: 170,000 - 189,999&quot;","9000"
"7731","F","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"11286","F","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"14842","F","1965","single","&quot;I: 170,000 - 189,999&quot;","9000"
"18397","F","1971","single","&quot;I: 170,000 - 189,999&quot;","1500"
"46002","F","1955","","&quot;I: 170,000 - 189,999&quot;","7000"
"21952","F","1954","single","&quot;I: 170,000 - 189,999&quot;","7000"
"25509","F","1953","single","&quot;I: 170,000 - 189,999&quot;","9000"
"29064","F","1953","single","&quot;I: 170,000 - 189,999&quot;","1500"
"32619","F","1972","single","&quot;I: 170,000 - 189,999&quot;","7000"
"38843","F","1956","","&quot;C: 50,000 - 69,999&quot;","3000"
"42398","F","1929","","&quot;C: 50,000 - 69,999&quot;","5000"
"17180","F","1968","married","&quot;C: 50,000 - 69,999&quot;","5000"
"46176","F","1962","","&quot;C: 50,000 - 69,999&quot;","3000"
"49731","F","1979","","&quot;C: 50,000 - 69,999&quot;","3000"
"3288","F","1948","married","&quot;C: 50,000 - 69,999&quot;","5000"
"6843","F","1951","","&quot;C: 50,000 - 69,999&quot;","3000"
"10398","F","1938","","&quot;C: 50,000 - 69,999&quot;","3000"
"13954","F","1939","married","&quot;C: 50,000 - 69,999&quot;","5000"
"17509","F","1940","","&quot;C: 50,000 - 69,999&quot;","3000"
"21065","F","1936","","&quot;C: 50,000 - 69,999&quot;","3000"
"24621","F","1978","married","&quot;C: 50,000 - 69,999&quot;","5000"
"28176","F","1953","","&quot;C: 50,000 - 69,999&quot;","3000"
"31731","F","1955","","&quot;C: 50,000 - 69,999&quot;","3000"
"35287","F","1950","married","&quot;C: 50,000 - 69,999&quot;","5000"
"37065","F","1981","","&quot;C: 50,000 - 69,999&quot;","3000"
"40620","F","1972","married","&quot;C: 50,000 - 69,999&quot;","5000"
"44175","F","1960","","&quot;C: 50,000 - 69,999&quot;","3000"
"34958","F","1971","","&quot;C: 50,000 - 69,999&quot;","3000"
"47954","F","1969","married","&quot;C: 50,000 - 69,999&quot;","5000"
"1510","F","1931","","&quot;C: 50,000 - 69,999&quot;","3000"
"5065","F","1943","","&quot;C: 50,000 - 69,999&quot;","3000"
"8620","F","1961","married","&quot;C: 50,000 - 69,999&quot;","5000"
"12177","F","1946","","&quot;C: 50,000 - 69,999&quot;","3000"
"15732","F","1967","","&quot;C: 50,000 - 69,999&quot;","3000"
"19287","F","1949","married","&quot;C: 50,000 - 69,999&quot;","5000"
"49402","F","1941","","&quot;C: 50,000 - 69,999&quot;","3000"
"22842","F","1970","","&quot;C: 50,000 - 69,999&quot;","3000"
"26398","F","1963","","&quot;C: 50,000 - 69,999&quot;","3000"
"29954","F","1939","married","&quot;C: 50,000 - 69,999&quot;","5000"
"33509","F","1954","","&quot;C: 50,000 - 69,999&quot;","3000"
"36176","F","1964","","&quot;C: 50,000 - 69,999&quot;","3000"
"39731","F","1980","","&quot;C: 50,000 - 69,999&quot;","3000"
"43287","F","1932","married","&quot;C: 50,000 - 69,999&quot;","5000"
"26069","F","1976","","&quot;C: 50,000 - 69,999&quot;","3000"
"47065","F","1933","","&quot;C: 50,000 - 69,999&quot;","3000"
"50620","F","1952","married","&quot;C: 50,000 - 69,999&quot;","5000"
"4176","F","1925","","&quot;C: 50,000 - 69,999&quot;","3000"
"7732","F","1942","","&quot;C: 50,000 - 69,999&quot;","3000"
"11287","F","1944","married","&quot;C: 50,000 - 69,999&quot;","5000"
"14843","F","1927","","&quot;C: 50,000 - 69,999&quot;","3000"
"18398","F","1932","","&quot;C: 50,000 - 69,999&quot;","3000"
"46113","F","1975","married","&quot;C: 50,000 - 69,999&quot;","5000"
"21953","F","1931","married","&quot;C: 50,000 - 69,999&quot;","5000"
"25510","F","1958","","&quot;C: 50,000 - 69,999&quot;","3000"
"29065","F","1977","","&quot;C: 50,000 - 69,999&quot;","3000"
"32620","F","1928","married","&quot;C: 50,000 - 69,999&quot;","7000"
"37954","F","1947","married","&quot;C: 50,000 - 69,999&quot;","5000"
"41509","F","1966","","&quot;C: 50,000 - 69,999&quot;","3000"
"45064","F","1957","","&quot;C: 50,000 - 69,999&quot;","3000"
"8291","F","1926","","&quot;C: 50,000 - 69,999&quot;","5000"
"43846","F","1973","married","&quot;C: 50,000 - 69,999&quot;","5000"
"48843","F","1937","","&quot;C: 50,000 - 69,999&quot;","3000"
"2399","F","1942","","&quot;C: 50,000 - 69,999&quot;","3000"
"5954","F","1934","married","&quot;C: 50,000 - 69,999&quot;","5000"
"9509","F","1974","","&quot;C: 50,000 - 69,999&quot;","3000"
"13065","F","1945","","&quot;C: 50,000 - 69,999&quot;","3000"
"16621","F","1943","married","&quot;C: 50,000 - 69,999&quot;","5000"
"20176","F","1940","","&quot;C: 50,000 - 69,999&quot;","3000"
"16620","F","1964","single","&quot;I: 170,000 - 189,999&quot;","7000"
"20175","F","1983","single","&quot;I: 170,000 - 189,999&quot;","9000"
"23731","F","1952","single","&quot;I: 170,000 - 189,999&quot;","1500"
"27286","F","1970","single","&quot;I: 170,000 - 189,999&quot;","7000"
"30841","F","1986","single","&quot;I: 170,000 - 189,999&quot;","9000"
"34398","F","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"37064","F","1981","single","&quot;I: 170,000 - 189,999&quot;","1500"
"40619","F","1982","single","&quot;I: 170,000 - 189,999&quot;","7000"
"44174","F","1951","single","&quot;I: 170,000 - 189,999&quot;","9000"
"34947","F","1954","single","&quot;I: 170,000 - 189,999&quot;","1500"
"47953","F","1957","single","&quot;I: 170,000 - 189,999&quot;","7000"
"1509","F","1956","single","&quot;I: 170,000 - 189,999&quot;","9000"
"5064","F","1951","single","&quot;I: 170,000 - 189,999&quot;","1500"
"8619","F","1958","single","&quot;I: 170,000 - 189,999&quot;","7000"
"12176","F","1954","single","&quot;I: 170,000 - 189,999&quot;","9000"
"15731","F","1984","single","&quot;I: 170,000 - 189,999&quot;","1500"
"19286","F","1959","single","&quot;I: 170,000 - 189,999&quot;","7000"
"49391","F","1985","single","&quot;I: 170,000 - 189,999&quot;","9000"
"22841","F","1961","single","&quot;I: 170,000 - 189,999&quot;","9000"
"26397","F","1956","single","&quot;I: 170,000 - 189,999&quot;","1500"
"29953","F","1962","single","&quot;I: 170,000 - 189,999&quot;","7000"
"33508","F","1953","single","&quot;I: 170,000 - 189,999&quot;","9000"
"38842","F","1950","single","&quot;I: 170,000 - 189,999&quot;","9000"
"42397","F","1979","single","&quot;I: 170,000 - 189,999&quot;","1500"
"17169","F","1949","single","&quot;I: 170,000 - 189,999&quot;","9000"
"46175","F","1949","single","&quot;I: 170,000 - 189,999&quot;","11000"
"49730","F","1967","single","&quot;I: 170,000 - 189,999&quot;","1500"
"46168","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"49723","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"3280","M","1977","","&quot;F: 110,000 - 129,999&quot;","7000"
"6835","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"10390","M","1949","married","&quot;F: 110,000 - 129,999&quot;","1500"
"13946","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"17501","M","1962","single","&quot;F: 110,000 - 129,999&quot;","9000"
